file,line,function,primitive_calls,total_calls,self_seconds,cumulative_seconds
/home/zsun264/bmi500-venv/lib/python3.12/site-packages/legacy_api_wrap/__init__.py,83,fn_compatible,1,1,0.00024234600000000003,1.87457096
/home/zsun264/bmi500-venv/lib/python3.12/site-packages/scanpy/tools/_rank_genes_groups.py,469,rank_genes_groups,1,1,0.000283235,1.874328004
/home/zsun264/bmi500-venv/lib/python3.12/site-packages/scanpy/tools/_rank_genes_groups.py,398,compute_statistics,1,1,0.0023873230000000002,1.8187376620000002
/home/zsun264/bmi500-venv/lib/python3.12/site-packages/scanpy/tools/_rank_genes_groups.py,277,wilcoxon,5,5,0.006732554000000001,1.76696336
/home/zsun264/bmi500-venv/lib/python3.12/site-packages/scanpy/tools/_rank_genes_groups.py,45,_ranks,5,5,0.014185397,1.4842855590000001
/home/zsun264/bmi500-venv/lib/python3.12/site-packages/pandas/core/generic.py,10012,rank,4,4,2.8679e-05,1.381846348
/home/zsun264/bmi500-venv/lib/python3.12/site-packages/pandas/core/generic.py,10127,ranker,4,4,0.000129867,1.3818144090000002
/home/zsun264/bmi500-venv/lib/python3.12/site-packages/pandas/core/algorithms.py,1067,rank,4,4,1.3805809180000002,1.3808428540000002
/home/zsun264/bmi500-venv/lib/python3.12/site-packages/pandas/core/indexing.py,1177,__getitem__,59,60,0.00043736400000000004,0.11062250200000001
/home/zsun264/bmi500-venv/lib/python3.12/site-packages/pandas/core/indexing.py,1690,_getitem_tuple,41,41,0.000264216,0.10690289200000001
/home/zsun264/bmi500-venv/lib/python3.12/site-packages/pandas/core/indexing.py,1720,_getitem_axis,57,57,0.000322956,0.106008054
/home/zsun264/bmi500-venv/lib/python3.12/site-packages/pandas/core/indexing.py,1206,_getbool_axis,23,23,9.571900000000001e-05,0.1037338
/home/zsun264/bmi500-venv/lib/python3.12/site-packages/pandas/core/generic.py,4164,_take_with_is_copy,23,23,0.000144496,0.10260440800000001
/home/zsun264/bmi500-venv/lib/python3.12/site-packages/pandas/core/generic.py,4049,take,23,23,0.000284526,0.10202508900000001
/home/zsun264/bmi500-venv/lib/python3.12/site-packages/scanpy/tools/_rank_genes_groups.py,174,_basic_stats,1,1,0.000312236,0.102000668
/home/zsun264/bmi500-venv/lib/python3.12/site-packages/pandas/core/internals/managers.py,888,take,23,23,0.000173747,0.100845905
/home/zsun264/bmi500-venv/lib/python3.12/site-packages/pandas/core/indexing.py,1005,_getitem_tuple_same_dim,16,16,0.00017651800000000002,0.10076889700000001
/home/zsun264/bmi500-venv/lib/python3.12/site-packages/pandas/core/internals/managers.py,642,reindex_indexer,24,24,0.00038011200000000005,0.098919855
/home/zsun264/bmi500-venv/lib/python3.12/site-packages/scipy/sparse/_index.py,29,__getitem__,12,12,0.00012628000000000002,0.09696871800000001
/home/zsun264/bmi500-venv/lib/python3.12/site-packages/pandas/core/internals/blocks.py,1353,take_nd,39,39,0.00035057400000000004,0.096879565
/home/zsun264/bmi500-venv/lib/python3.12/site-packages/pandas/core/array_algos/take.py,59,take_nd,53,54,0.00021767500000000002,0.096450511
/home/zsun264/bmi500-venv/lib/python3.12/site-packages/pandas/core/array_algos/take.py,120,_take_nd_ndarray,53,53,0.09541734900000001,0.09616484600000001
/home/zsun264/bmi500-venv/lib/python3.12/site-packages/scipy/sparse/_csc.py,140,_get_arrayXslice,8,8,3.7679e-05,0.09047466700000001
/home/zsun264/bmi500-venv/lib/python3.12/site-packages/scipy/sparse/_compressed.py,651,_minor_index_fancy,8,8,0.000284437,0.090427438
/home/zsun264/bmi500-venv/lib/python3.12/site-packages/scanpy/tools/_rank_genes_groups.py,70,<lambda>,4,4,4.5898e-05,0.087463915
/home/zsun264/bmi500-venv/lib/python3.12/site-packages/scanpy/tools/_rank_genes_groups.py,56,<lambda>,4,4,1.8629e-05,0.081431049
/home/zsun264/bmi500-venv/lib/python3.12/site-packages/scipy/sparse/_compressed.py,1002,toarray,4,4,5.1250000000000006e-05,0.08141242
~,0,<built-in method scipy.sparse._sparsetools.csr_todense>,4,4,0.081176973,0.081176973
~,0,<built-in method scipy.sparse._sparsetools.csr_column_index2>,8,8,0.077728007,0.077728007
/home/zsun264/bmi500-venv/lib/python3.12/site-packages/pandas/core/frame.py,11688,sum,16,16,0.00010908700000000001,0.06889023400000001
/home/zsun264/bmi500-venv/lib/python3.12/site-packages/pandas/core/generic.py,12563,sum,16,16,7.771e-05,0.068689208
/home/zsun264/bmi500-venv/lib/python3.12/site-packages/pandas/core/generic.py,12524,_min_count_stat_function,16,16,0.000256346,0.068611498
/home/zsun264/bmi500-venv/lib/python3.12/site-packages/pandas/core/frame.py,11462,_reduce,16,16,0.004313756,0.06826718400000001
/home/zsun264/bmi500-venv/lib/python3.12/site-packages/pandas/core/internals/managers.py,1502,reduce,16,16,0.00018667800000000002,0.061359881000000005
/home/zsun264/bmi500-venv/lib/python3.12/site-packages/pandas/core/internals/blocks.py,400,reduce,16,16,0.000134738,0.058590452
/home/zsun264/bmi500-venv/lib/python3.12/site-packages/pandas/core/frame.py,11485,blk_func,16,16,0.00010528700000000001,0.058069702
/home/zsun264/bmi500-venv/lib/python3.12/site-packages/pandas/core/nanops.py,76,_f,16,16,0.00017585700000000002,0.05795709600000001
/home/zsun264/bmi500-venv/lib/python3.12/site-packages/pandas/core/nanops.py,389,new_func,16,16,0.00010652800000000001,0.057576833
/home/zsun264/bmi500-venv/lib/python3.12/site-packages/pandas/core/nanops.py,455,newfunc,16,16,0.000161859,0.057470305000000006
/home/zsun264/bmi500-venv/lib/python3.12/site-packages/pandas/core/nanops.py,604,nansum,16,16,0.00018975600000000002,0.057308446000000006
~,0,<method 'reduce' of 'numpy.ufunc' objects>,270,270,0.035482447,0.035482447
/opt/modules/Python/3.12.13/lib/python3.12/functools.py,907,wrapper,1,1,6.97e-06,0.035193721000000004
/home/zsun264/bmi500-venv/lib/python3.12/site-packages/scanpy/_utils/__init__.py,781,_check_nonnegative_integers_in_mem,1,1,0.034845467000000005,0.034986794
~,0,<method 'sum' of 'numpy.ndarray' objects>,33,33,0.000129877,0.032259458000000005
/home/zsun264/bmi500-venv/lib/python3.12/site-packages/numpy/core/_methods.py,47,_sum,33,33,4.2749e-05,0.032129581000000004
<frozen importlib._bootstrap>,1349,_find_and_load,1,25,0.00014871800000000002,0.024904711000000003
